frame,timestamp_world,timestamp_video,person,participantes,angry,disgusted,fearful,happy,neutral,sad,surprised,tag
0,1650328262930,0.301104,,,,,,,,,,
1,1650328263000,0.377054,,,,,,,,,,
2,1650328263096,0.475452,,,,,,,,,,
3,1650328263408,0.783784,,,,,,,,,,
4,1650328263409,0.783784,,,,,,,,,,
5,1650328263512,0.889401,,,,,,,,,,
6,1650328263607,0.97643,,,,,,,,,,
7,1650328263759,1.137805,,,,,,,,,,
8,1650328263861,1.230645,,,,,,,,,,
9,1650328263977,1.347453,,,,,,,,,,
10,1650328264039,1.414495,,,,,,,,,,
11,1650328264145,1.523677,,,,,,,,,,
12,1650328264149,1.527568,,,,,,,,,,
13,1650328264248,1.619354,,,,,,,,,,
14,1650328264492,1.865295,,,,,,,,,,
15,1650328264494,1.865295,,,,,,,,,,
16,1650328264595,1.969382,,,,,,,,,,
17,1650328264650,2.020002,,,,,,,,,,
18,1650328264697,2.074036,,,,,,,,,,
19,1650328264892,2.26547,,,,,,,,,,
20,1650328264995,2.369249,,,,,,,,,,
21,1650328265065,2.444683,,,,,,,,,,
22,1650328265209,2.587981,,,,,,,,,,
23,1650328265333,2.713403,,,,,,,,,,
24,1650328265445,2.81514,,,,,,,,,,
25,1650328265509,2.884109,,,,,,,,,,
26,1650328265631,3.008063,,,,,,,,,,
27,1650328265722,3.101936,,,,,,,,,,
28,1650328265809,3.182068,,,,,,,,,,
29,1650328265925,3.299136,,,,,,,,,,
30,1650328265996,3.373922,,,,,,,,,,
31,1650328266106,3.486114,,,,,,,,,,
32,1650328266209,3.580563,,,,,,,,,,
33,1650328266313,3.686403,,,,,,,,,,
34,1650328266398,3.776462,,,,,,,,,,
35,1650328266682,4.059154,,,,,,,,,,
36,1650328266739,4.110557,,,,,,,,,,
37,1650328266844,4.218437,,,,,,,,,,
38,1650328266907,4.286516,,,,,,,,,,
39,1650328267028,4.397627,,,,,,,,,,
40,1650328267146,4.517945,,,,,,,,,,
41,1650328267256,4.6289,,,,,,,,,,
42,1650328267365,4.739334,,,,,,,,,,
43,1650328267421,4.79079,,,,,,,,,,
44,1650328267576,4.953943,,,,,,,,,,
45,1650328267682,5.052861,,,,,,,,,,
46,1650328267771,5.144163,,,,,,,,,,
47,1650328267899,5.272327,,,,,,,,,,
48,1650328268012,5.38825,,,,,,,,,,
49,1650328268105,5.482876,,,,,,,,,,
50,1650328268210,5.590832,,,,,,,,,,
51,1650328268297,5.670052,,,,,,,,,,
52,1650328268487,5.866406,,,,,,,,,,
53,1650328268522,5.898874,,,,,,,,,,
54,1650328268680,6.05458,,,,,,,,,,
55,1650328268793,6.168969,,,,,,,,,,
56,1650328269042,6.418334,,,,,,,,,,
57,1650328269123,6.502577,,,,,,,,,,
58,1650328269187,6.562566,,,,,,,,,,
59,1650328269295,6.671992,,,,,,,,,,
60,1650328269315,6.690613,,,,,,,,,,
61,1650328269328,6.701303,,,,,,,,,,
62,1650328269462,6.836724,,,,,,,,,,
63,1650328269522,6.901282,,,,,,,,,,
64,1650328269902,7.272788,,,,,,,,,,
65,1650328269937,7.314532,,,,,,,,,,
66,1650328269966,7.341949,,,,,,,,,,
67,1650328270063,7.441853,,,,,,,,,,
68,1650328270229,7.60572,,,,,,,,,,
