frame,timestamp_world,timestamp_video,person,participantes,angry,disgusted,fearful,happy,neutral,sad,surprised,tag
0,1650834382025,0.194342,,executor,,,,,,,,
1,1650834382111,0.283732,,executor,,,,,,,,
2,1650834382233,0.406755,,executor,,,,,,,,
3,1650834382341,0.517402,,executor,,,,,,,,
4,1650834382368,0.541621,,executor,,,,,,,,
5,1650834382476,0.652258,,executor,,,,,,,,
6,1650834382677,0.847524,,executor,,,,,,,,
7,1650834382721,0.898224,,executor,,,,,,,,
8,1650834382850,1.028571,,executor,,,,,,,,
9,1650834383053,1.224814,,executor,,,,,,,,
10,1650834383072,1.242526,,executor,,,,,,,,
11,1650834383165,1.337962,,executor,,,,,,,,
12,1650834383221,1.390321,,executor,,,,,,,,
13,1650834383329,1.499532,,executor,,,,,,,,
14,1650834383470,1.640566,,executor,,,,,,,,
15,1650834383471,1.640566,,executor,,,,,,,,
16,1650834383556,1.728947,,executor,,,,,,,,
17,1650834383671,1.845392,,executor,,,,,,,,
18,1650834383773,1.950126,,executor,,,,,,,,
19,1650834383859,2.028786,,executor,,,,,,,,
20,1650834383935,2.109599,,executor,,,,,,,,
21,1650834384074,2.247957,,executor,,,,,,,,
22,1650834384258,2.428014,,executor,,,,,,,,
23,1650834384263,2.432967,,executor,,,,,,,,
24,1650834384351,2.523874,,executor,,,,,,,,
25,1650834384513,2.683333,,executor,,,,,,,,
26,1650834384607,2.780541,,executor,,,,,,,,
27,1650834384652,2.821915,,executor,,,,,,,,
28,1650834384739,2.912078,,executor,,,,,,,,
29,1650834384869,3.043542,,executor,,,,,,,,
30,1650834385036,3.205411,,executor,,,,,,,,
31,1650834385057,3.227183,,executor,,,,,,,,
32,1650834385134,3.307398,,executor,,,,,,,,
33,1650834385275,3.446717,,executor,,,,,,,,
34,1650834385500,3.676229,,executor,,,,,,,,
35,1650834385501,3.676229,,executor,,,,,,,,
36,1650834385673,3.844588,,executor,,,,,,,,
37,1650834385685,3.857253,,executor,,,,,,,,
38,1650834385821,3.992132,,executor,,,,,,,,
39,1650834385842,4.011485,,executor,,,,,,,,
40,1650834385971,4.150498,,executor,,,,,,,,
41,1650834386142,4.319589,,executor,,,,,,,,
42,1650834386156,4.33055,,executor,,,,,,,,
43,1650834386244,4.422153,,executor,,,,,,,,
44,1650834386572,4.74493,,executor,,,,,,,,
45,1650834386583,4.756584,,executor,,,,,,,,
46,1650834386622,4.791551,,executor,,,,,,,,
47,1650834386696,4.870324,,executor,,,,,,,,
48,1650834386734,4.904948,,executor,,,,,,,,
49,1650834387051,5.229301,,executor,,,,,,,,
50,1650834387126,5.296568,,executor,,,,,,,,
51,1650834387194,5.37142,,executor,,,,,,,,
52,1650834387264,5.435146,,executor,,,,,,,,
53,1650834387284,5.454245,,executor,,,,,,,,
54,1650834387473,5.648815,,executor,,,,,,,,
55,1650834387528,5.697904,,executor,,,,,,,,
56,1650834387564,5.74287,,executor,,,,,,,,
57,1650834387643,5.815226,,executor,,,,,,,,
58,1650834387758,5.930763,,executor,,,,,,,,
59,1650834387854,6.030127,,executor,,,,,,,,
60,1650834387945,6.124427,,executor,,,,,,,,
61,1650834388062,6.232226,,executor,,,,,,,,
62,1650834388171,6.341566,,executor,,,,,,,,
63,1650834388269,6.443229,,executor,,,,,,,,
64,1650834388339,6.518389,,executor,,,,,,,,
65,1650834388454,6.623151,,executor,,,,,,,,
66,1650834388572,6.742903,,executor,,,,,,,,
67,1650834388715,6.885449,,executor,,,,,,,,
68,1650834388741,6.920175,,executor,,,,,,,,
69,1650834388862,7.032087,,executor,,,,,,,,
70,1650834388962,7.133392,,executor,,,,,,,,
71,1650834389062,7.236435,,executor,,,,,,,,
72,1650834389136,7.31489,,executor,,,,,,,,
73,1650834389386,7.565315,,executor,,,,,,,,
74,1650834389432,7.608409,,executor,,,,,,,,
75,1650834389551,7.727635,,executor,,,,,,,,
76,1650834389557,7.734249,,executor,,,,,,,,
77,1650834389679,7.851535,,executor,,,,,,,,
78,1650834389982,8.155425,,executor,,,,,,,,
79,1650834390036,8.205686,,executor,,,,,,,,
