frame,timestamp_world,timestamp_video,person,participantes,angry,disgusted,fearful,happy,neutral,sad,surprised,tag
0,1650833819536,0.339281,0,executor,0.000005261248588794842,5.279707782079868e-9,1.8373046140052196e-10,0.0000042427104745002,0.9998722076416016,0.00011832267773570493,1.9428290443102014e-7,0
1,1650833819816,0.618585,0,executor,3.7430922361636476e-7,5.627430466059735e-11,5.126777041092323e-12,2.510360843643866e-7,0.9999322891235352,0.000066694563429337,2.129577403309213e-8,0
2,1650833820060,0.854379,0,executor,0.0000026136792712350143,7.685297953585746e-10,1.1113315129263057e-11,0.0000025650895167927956,0.9999361038208008,0.00005757986946264282,0.0000010140364565813798,0
3,1650833820158,0.955091,0,executor,1.089179662017159e-7,3.4067255960668064e-11,4.4582454318976145e-14,2.769995148810267e-7,0.9999971389770508,0.0000024261516955448315,5.93383404634551e-8,0
4,1650833820528,1.326838,0,executor,0.0000013252965800347738,6.1122702454952105e-9,1.0502958745772784e-11,0.0000017242616650037235,0.9996691942214966,0.000327952962834388,4.2131528488198455e-8,0
5,1650833820751,1.553027,0,executor,8.971199463303492e-7,5.4931970083771375e-9,2.289164734506355e-12,0.000002024750983764534,0.9999504089355469,0.00004608189556165598,5.237396294432983e-7,0
6,1650833820811,1.606851,0,executor,1.447416622113451e-7,6.819056430629189e-11,3.76341807110242e-13,3.3326330139971105e-7,0.9999580979347229,0.00004119623190490529,1.0629391056227178e-7,0
7,1650833820922,1.721366,0,executor,0.0000012819734820368467,9.47181888477644e-10,1.3444231283799013e-9,0.0000026517252535995794,0.9987971782684326,0.001198383397422731,3.4124855119443964e-7,0
8,1650833821133,1.936434,0,executor,0.0000011066424576711142,9.394435451781646e-9,5.43273870334815e-10,0.000014331657439470291,0.9996482133865356,0.00033574263215996325,7.100569519025157e-7,0
9,1650833821242,2.036393,0,executor,1.9330087752678082e-7,3.316936725283881e-10,8.062106537920499e-11,0.0000014368387155627715,0.9999523162841797,0.00004537406493909657,7.016722065600334e-7,0
10,1650833821482,2.278273,0,executor,3.1644933784491514e-8,7.809693863825018e-11,1.2325709897176296e-10,0.000003791668632402434,0.9999938011169434,0.0000019343096937518567,3.3721937597874785e-7,0
11,1650833821678,2.477473,0,executor,1.4889423916031319e-8,2.6504852132513967e-11,1.623486588220313e-11,0.000002007348939514486,0.9999961853027344,0.0000011110814739367925,3.7873653013775765e-7,0
12,1650833821832,2.63024,0,executor,1.9124011885196524e-7,1.297382062892538e-10,1.6403733926750874e-10,0.0000029438992896757554,0.9999518990516663,0.00004480516872717999,8.591145217451412e-8,0
13,1650833822084,2.884556,0,executor,9.224152108799899e-8,8.555103847562862e-11,2.805943845329839e-11,0.000004205594905215548,0.9999780654907227,0.00001756383790052496,2.584824301266053e-7,0
