frame,timestamp_world,timestamp_video,person,angry,disgusted,fearful,happy,neutral,sad,surprised,tag
0,1650576345770,0.12739
1,1650576346289,0.648949,0,0.0027684331871569157,0.0000313366181217134,2.650635544387825e-10,0.0000015803691439941758,0.9969923496246338,0.00004102128150407225,0.0001652454666327685,0
2,1650576346296,0.648949,0,0.00007850182737456635,0.000008433247785433196,1.5305603540127777e-7,0.00013868983660358936,0.9831685423851013,0.015818320214748383,0.0007873225258663297,0
3,1650576346616,0.97033,0,0.000006225228389666881,0.00004413071656017564,1.6150368820078143e-9,0.00001378521483275108,0.9715778231620789,0.02826753631234169,0.00009061343735083938,0
4,1650576346784,1.144475,0,0.0001016970636555925,0.0000025733809252415085,9.613354450266343e-7,0.0008988964837044477,0.9989415407180786,0.000041482668166281655,0.000012742850231006742,0
5,1650576346902,1.263998
6,1650576346988,1.342265,0,0.0019237640080973506,0.00014341560017783195,0.00001132312354457099,0.0011073871282860637,0.9949419498443604,0.000028658179871854372,0.0018435500096529722,0
7,1650576347056,1.416702
8,1650576347072,1.431451
9,1650576347113,1.468119
10,1650576347196,1.556676
11,1650576347303,1.664912
12,1650576347608,1.966353,0,0.00038484769174829125,0.000010323015885660425,0.0000019412293568166206,0.0000012360269465716556,0.6996188163757324,0.2791212499141693,0.02086166851222515,0
13,1650576347635,1.989841
14,1650576347674,2.026605
15,1650576347760,2.116092
16,1650576347948,2.3102
17,1650576348142,2.499591,0,0.0017627727938815951,0.006120075471699238,0.000002497519744792953,0.0010770836379379034,0.9742633104324341,0.009671767242252827,0.007102507166564465,0
18,1650576348542,2.897977,0,0.00010332162491977215,0.08905346691608429,1.1055735882337103e-8,0.000015111433640413452,0.6807575225830078,0.22929757833480835,0.0007731021614745259,0
19,1650576348658,3.015503,0,0.00013218213280197233,0.0008574809762649238,0.00000136787025439844,0.002335428725928068,0.3786397874355316,0.617453932762146,0.0005797968478873372,0
20,1650576348824,3.178857,0,0.00002416699680907186,0.0000036034075492352713,0.00007445975643349811,0.0005429894081316888,0.7899013161659241,0.20246952772140503,0.006983879953622818,0
21,1650576348978,3.340889,0,0.000021737601855420507,0.000021622967324219644,0.0000019308529317640932,0.00021916558034718037,0.12110801041126251,0.8783736228942871,0.0002539295528549701,0
