frame,timestamp_world,timestamp_video,person,participantes,angry,disgusted,fearful,happy,neutral,sad,surprised,tag
0,1650629026959,0.31684,,executor,,,,,,,,
1,1650629027025,0.387979,,executor,,,,,,,,
2,1650629027115,0.481784,,executor,,,,,,,,
3,1650629027205,0.565388,,executor,,,,,,,,
4,1650629027257,0.623448,,executor,,,,,,,,
5,1650629027370,0.737684,,executor,,,,,,,,
6,1650629027523,0.888245,,executor,,,,,,,,
7,1650629027553,0.915518,,executor,,,,,,,,
8,1650629027671,1.034619,,executor,,,,,,,,
9,1650629027815,1.176563,,executor,,,,,,,,
10,1650629027842,1.201837,,executor,,,,,,,,
11,1650629027860,1.218457,,executor,,,,,,,,
12,1650629028000,1.35754,,executor,,,,,,,,
13,1650629028139,1.495325,,executor,,,,,,,,
14,1650629028156,1.521113,,executor,,,,,,,,
15,1650629028254,1.611148,,executor,,,,,,,,
16,1650629028335,1.694334,,executor,,,,,,,,
17,1650629028608,1.967806,,executor,,,,,,,,
18,1650629028685,2.047372,,executor,,,,,,,,
19,1650629028819,2.183056,,executor,,,,,,,,
20,1650629028850,2.210187,,executor,,,,,,,,
21,1650629028998,2.358435,,executor,,,,,,,,
22,1650629029051,2.405378,,executor,,,,,,,,
23,1650629029112,2.473765,,executor,,,,,,,,
24,1650629029260,2.620995,,executor,,,,,,,,
25,1650629029381,2.742426,,executor,,,,,,,,
26,1650629029549,2.90601,,executor,,,,,,,,
27,1650629029606,2.969739,,executor,,,,,,,,
28,1650629029607,2.969739,,executor,,,,,,,,
29,1650629029743,3.105271,,executor,,,,,,,,
30,1650629029751,3.113616,,executor,,,,,,,,
31,1650629029910,3.269551,,executor,,,,,,,,
32,1650629030088,3.442775,,executor,,,,,,,,
33,1650629030222,3.576859,,executor,,,,,,,,
34,1650629030235,3.589748,,executor,,,,,,,,
35,1650629030244,3.596634,,executor,,,,,,,,
36,1650629030458,3.814757,,executor,,,,,,,,
37,1650629030607,3.963027,,executor,,,,,,,,
38,1650629030713,4.070246,,executor,,,,,,,,
39,1650629030825,4.184425,,executor,,,,,,,,
40,1650629030856,4.213397,,executor,,,,,,,,
41,1650629031006,4.362157,,executor,,,,,,,,
42,1650629031040,4.391663,,executor,,,,,,,,
43,1650629031047,4.399515,,executor,,,,,,,,
44,1650629031143,4.497732,,executor,,,,,,,,
45,1650629031319,4.680046,,executor,,,,,,,,
46,1650629031494,4.851037,,executor,,,,,,,,
47,1650629031550,4.902481,,executor,,,,,,,,
48,1650629031640,4.995601,,executor,,,,,,,,
49,1650629031761,5.118041,,executor,,,,,,,,
50,1650629031858,5.217918,,executor,,,,,,,,
51,1650629031954,5.306732,,executor,,,,,,,,
52,1650629032169,5.523967,,executor,,,,,,,,
53,1650629032183,5.538498,,executor,,,,,,,,
54,1650629032282,5.640813,,executor,,,,,,,,
55,1650629032325,5.679624,,executor,,,,,,,,
56,1650629032659,6.016962,,executor,,,,,,,,
57,1650629032748,6.016962,,executor,,,,,,,,
58,1650629032755,6.11646,,executor,,,,,,,,
59,1650629032924,6.28185,,executor,,,,,,,,
60,1650629032956,6.311981,,executor,,,,,,,,
61,1650629032979,6.333163,,executor,,,,,,,,
62,1650629033087,6.442817,,executor,,,,,,,,
63,1650629033155,6.515324,,executor,,,,,,,,
64,1650629033355,6.709005,,executor,,,,,,,,
65,1650629033357,6.709005,,executor,,,,,,,,
66,1650629033449,6.806384,,executor,,,,,,,,
67,1650629033552,6.912536,,executor,,,,,,,,
68,1650629033655,7.008462,,executor,,,,,,,,
69,1650629034127,7.483459,,executor,,,,,,,,
70,1650629034128,7.483459,,executor,,,,,,,,
71,1650629034152,7.506368,,executor,,,,,,,,
72,1650629034175,7.526849,,executor,,,,,,,,
73,1650629034303,7.65409,,executor,,,,,,,,
74,1650629034354,7.711969,,executor,,,,,,,,
75,1650629034396,7.752176,,executor,,,,,,,,
76,1650629034458,7.809069,,executor,,,,,,,,
77,1650629034766,8.122481,,executor,,,,,,,,
78,1650629034930,8.285286,,executor,,,,,,,,
79,1650629034967,8.318767,,executor,,,,,,,,
80,1650629035020,8.379164,,executor,,,,,,,,
81,1650629035060,8.414872,,executor,,,,,,,,
82,1650629035163,8.519619,,executor,,,,,,,,
83,1650629035235,8.596026,,executor,,,,,,,,
84,1650629035347,8.700618,,executor,,,,,,,,
85,1650629035621,8.973758,,executor,,,,,,,,
86,1650629035725,9.078642,,executor,,,,,,,,
87,1650629035784,9.144747,,executor,,,,,,,,
88,1650629035894,9.245304,,executor,,,,,,,,
89,1650629036048,9.407304,,executor,,,,,,,,
90,1650629036135,9.488077,,executor,,,,,,,,
91,1650629036165,9.515912,,executor,,,,,,,,
92,1650629036195,9.553472,,executor,,,,,,,,
93,1650629036268,9.620441,,executor,,,,,,,,
94,1650629036358,9.714224,,executor,,,,,,,,
95,1650629036458,9.81678,,executor,,,,,,,,
96,1650629036691,10.041355,,executor,,,,,,,,
97,1650629036887,10.242372,,executor,,,,,,,,
98,1650629036922,10.27499,,executor,,,,,,,,
99,1650629036954,10.314486,,executor,,,,,,,,
100,1650629037083,10.43341,,executor,,,,,,,,
101,1650629037150,10.505404,,executor,,,,,,,,
102,1650629037294,10.649368,,executor,,,,,,,,
103,1650629037460,10.812553,,executor,,,,,,,,
104,1650629037491,10.849883,,executor,,,,,,,,
105,1650629037765,11.123072,,executor,,,,,,,,
106,1650629037840,11.192742,,executor,,,,,,,,
107,1650629037914,11.271659,,executor,,,,,,,,
108,1650629037951,11.304027,,executor,,,,,,,,
109,1650629038064,11.419193,,executor,,,,,,,,
110,1650629038121,11.472299,,executor,,,,,,,,
111,1650629038241,11.59344,,executor,,,,,,,,
112,1650629038253,11.603193,,executor,,,,,,,,
113,1650629038348,11.700919,,executor,,,,,,,,
114,1650629038458,11.813972,,executor,,,,,,,,
115,1650629038613,11.966421,,executor,,,,,,,,
