frame,timestamp_world,timestamp_video,person,angry,disgusted,fearful,happy,neutral,sad,surprised,tag
0,1650637215077,0.120335
1,1650637215174,0.218606
2,1650637215526,0.564173,0,0.014081697911024094,0.0012561678886413574,5.3447198666845e-8,0.5781530141830444,0.4058367908000946,0.000644152401946485,0.000028052474590367638,0
3,1650637215749,0.789006,0,0.019150732085108757,0.0045428816229105,0.0000020768761714862194,0.10233473777770996,0.8708403706550598,0.0024044266901910305,0.0007247374160215259,0
4,1650637215862,0.904763,0,0.025632407516241074,0.0035810552071779966,4.911481710223597e-7,0.4635609984397888,0.5032433271408081,0.0034909106325358152,0.0004908134578727186,0
5,1650637216034,1.073156,0,0.0024903560988605022,0.010607074946165085,1.0277954487492025e-7,0.46430402994155884,0.507473886013031,0.01491883397102356,0.00020570532069541514,0
6,1650637216053,1.089984,0,0.06894931197166443,0.002939350437372923,0.0000021996620489517227,0.8097878694534302,0.11493925005197525,0.0024789937306195498,0.0009030768997035921,0
7,1650637216164,1.204177,0,0.11334539949893951,0.007815560325980186,0.0000030788492040301207,0.6346216797828674,0.23834633827209473,0.0033285811077803373,0.0025393711403012276,0
8,1650637216240,1.284908
9,1650637216263,1.303788,0,0.03224756196141243,0.012412612326443195,0.000001657122311371495,0.16437862813472748,0.7641863226890564,0.002178933471441269,0.024594329297542572,0
10,1650637216325,1.362645
11,1650637216366,1.410656
12,1650637216371,1.414871
13,1650637216574,1.611934,0,0.0012176671298220754,0.0003850652719847858,3.428988009090972e-7,0.9944590330123901,0.0023299946915358305,0.00002298636536579579,0.0015848150942474604,0
14,1650637216698,1.735483,0,0.002766289282590151,0.0036075874231755733,0.0000012257019079697784,0.9551212191581726,0.03696642071008682,0.00033464826992712915,0.0012025574687868357,0
15,1650637216859,1.895571,0,0.0024751685559749603,0.0017912911716848612,0.000001174757699118345,0.9720091223716736,0.022977398708462715,0.00019462325144559145,0.000551262404769659,0
16,1650637216934,1.97572,0,0.05716012790799141,0.004076062235981226,0.00001805958163458854,0.8185580372810364,0.11692171543836594,0.001369343837723136,0.0018967128125950694,0
17,1650637216944,1.983174
18,1650637217248,2.284229,0,0.0028408244252204895,0.00037333311047405005,6.272874202295498e-7,0.9652596116065979,0.03137626498937607,0.000040672533941688016,0.00010862724593607709,0
19,1650637217253,2.284229,0,0.0027015164960175753,0.0002186562051065266,8.011465979507193e-8,0.9770454168319702,0.02000938542187214,0.000008439125849690754,0.00001660576344875153,0
20,1650637217442,2.484511,0,0.002309124916791916,0.0026795975863933563,0.000004864700258622179,0.9132178425788879,0.08138013631105423,0.00010454398579895496,0.00030399911338463426,0
21,1650637217545,2.589014,0,0.049274981021881104,0.0020353680010885,0.000014017293324286584,0.9155907034873962,0.03256729990243912,0.000021571555407717824,0.0004960928345099092,0
22,1650637217667,2.712389,0,0.09213778376579285,0.05103969946503639,0.00005634106128127314,0.6256216764450073,0.23003126680850983,0.00039703171933069825,0.0007161509129218757,0
23,1650637217798,2.843054,0,0.004200283903628588,0.0003589611151255667,3.497357781157007e-8,0.9914605617523193,0.003914488013833761,0.000054767460824223235,0.000011099083167209756,0
24,1650637217896,2.932659,0,0.000653819355648011,0.0003717872314155102,1.7964306664453034e-7,0.9647607803344727,0.03400563821196556,0.0000705186539562419,0.00013723541633225977,0
25,1650637218082,3.125247,0,0.0000026145812626054976,0.000004103020728507545,2.429441892104478e-8,0.9796193242073059,0.02033848874270916,0.000035192777431802824,3.206959604540316e-7,0
26,1650637218087,3.125247,0,8.364261248061666e-7,0.000016301321011269465,4.740363213073806e-9,0.9816539287567139,0.01831427775323391,0.000014444801308854949,5.371872902060204e-8,0
27,1650637218301,3.346932,0,0.00006670069706160575,0.0014423703541979194,7.272685706993798e-7,0.7514388561248779,0.24688701331615448,0.0001591258478583768,0.000005083902124169981,0
28,1650637218582,3.626344
29,1650637218618,3.661016,0,0.0005772087024524808,0.0016658755484968424,2.5641947232202256e-8,0.006795709952712059,0.9909276962280273,0.0000065988479036604986,0.00002703694553929381,0
30,1650637218714,3.75984
31,1650637218742,3.784513,0,0.001684956718236208,0.003266569459810853,2.5592669317120453e-7,0.0024681920185685158,0.9924822449684143,0.000025941375497495756,0.00007195780199253932,0
32,1650637218748,3.790494
33,1650637218917,3.956073
34,1650637219304,4.343747,0,0.0013445578515529633,0.00030484452145174146,0.0000023087313820724376,0.0010018368484452367,0.9966807961463928,0.0006360348779708147,0.000029524953788495623,0
35,1650637219315,4.343747,0,0.0003466189664322883,0.0000033592582440178376,4.6816805365779146e-7,0.00010196996299782768,0.9993360042572021,0.00018393783830106258,0.000027495863832882605,0
36,1650637219607,4.642988,0,8.490279697070946e-7,0.00001968082506209612,0.00002264186150569003,7.974068694238667e-7,0.9345161318778992,0.06539354473352432,0.000046506436774507165,0
37,1650637219833,4.873485,0,0.33304983377456665,0.00013030371337663382,6.941799313153751e-8,0.026490967720746994,0.24269287288188934,0.3938468396663666,0.0037892102263867855,0
38,1650637219897,4.942033,0,0.015136189758777618,0.0015939513687044382,0.0010879633482545614,0.025570111349225044,0.4154360890388489,0.54062819480896,0.0005475116777233779,0
39,1650637220170,5.214197,0,0.002834512386471033,0.0018709123833104968,0.00003246978667448275,0.017749113962054253,0.9694885611534119,0.006025278940796852,0.0019991188310086727,0
40,1650637220369,5.407189,0,0.0003543510683812201,0.0000011876849157488323,5.990642648612265e-8,0.006114337593317032,0.9932433366775513,0.000005316894657880766,0.0002816745836753398,0
41,1650637220512,5.5492,0,0.003543086349964142,0.000008288996468763798,0.0001444829540560022,0.0023962233681231737,0.990491509437561,0.0001071254737325944,0.0033093816600739956,0
42,1650637220705,5.747968,0,0.00042679868056438863,0.00008012667240109295,0.000004724083737528417,0.004358071368187666,0.994227945804596,0.00014479014498647302,0.0007575240451842546,0
43,1650637220844,5.887464,0,0.000024548673536628485,0.0000022102321963757277,0.0000016524885495527997,0.004246229771524668,0.9954288005828857,0.00011120645649498329,0.0001853687863331288,0
44,1650637221022,6.061212,0,0.000008393039024667814,7.66438503774225e-8,5.417009560915176e-7,0.0005909493193030357,0.9986007809638977,0.0003508573863655329,0.00044856881140731275,0
45,1650637221226,6.268835,0,0.07815957814455032,0.005374627653509378,0.000004603893557941774,0.006003862712532282,0.9079829454421997,0.0016234409995377064,0.0008509100880473852,0
46,1650637221407,6.446975,0,0.34623846411705017,0.005402313079684973,0.000006184180620039115,0.32501038908958435,0.20136696100234985,0.12109784781932831,0.0008779300260357559,0
47,1650637221555,6.59518,0,0.07061740010976791,0.0032888883724808693,0.0009711196762509644,0.16660386323928833,0.3543568253517151,0.2995322346687317,0.10462962836027145,0
48,1650637221684,6.722731,0,0.08958788961172104,0.10706627368927002,0.0001415615843143314,0.055800266563892365,0.6793848276138306,0.04507439211010933,0.02294488623738289,0
49,1650637221865,6.910017,0,0.028963809832930565,0.0005242473562248051,0.0000012726064824164496,0.03993156552314758,0.9286016821861267,0.0010933568701148033,0.0008840991649776697,0
50,1650637222041,7.081047,0,0.1921573281288147,0.00019626531866379082,0.0001293818058911711,0.00002121699981216807,0.8071160912513733,0.0003194719029124826,0.00006017193300067447,0
51,1650637222301,7.3425,0,0.00041696970583871007,0.000019245808289269917,0.00016835150017868727,0.0004495525499805808,0.9979280233383179,5.60856335596327e-7,0.001017228001728654,0
52,1650637222409,7.453284
53,1650637222483,7.519457,0,0.03236537054181099,0.011667536571621895,0.000009284309271606617,0.024771489202976227,0.9279941320419312,0.0017785283271223307,0.0014136492973193526,0
54,1650637222562,7.603746
55,1650637222581,7.623253,0,0.06221325322985649,0.024552712216973305,0.000020616205802070908,0.6622509360313416,0.2112417072057724,0.03475535288453102,0.004965698346495628,0
56,1650637222662,7.707195
57,1650637222722,7.761077
58,1650637222922,7.965948
59,1650637223121,8.16005
60,1650637223147,8.183128,0,0.03861352801322937,0.0010536306072026491,0.00025357629056088626,0.014490551315248013,0.27406176924705505,0.6647332310676575,0.006793697830289602,0
61,1650637223348,8.38954
62,1650637223368,8.407936,0,0.7125002145767212,0.00035015324829146266,0.00005929026156081818,0.0016273014480248094,0.2602676451206207,0.022948209196329117,0.002247187774628401,0
63,1650637223455,8.499919
64,1650637223789,8.826869
65,1650637223805,8.839653,0,0.0002734190784394741,0.000002476444024068769,0.0000801968271844089,0.0009745266288518906,0.02410813421010971,0.00005995288665872067,0.9745014309883118,0
66,1650637223808,8.839653,0,0.0002734190784394741,0.000002476444024068769,0.0000801968271844089,0.0009745266288518906,0.02410813421010971,0.00005995288665872067,0.9745014309883118,0
67,1650637224052,9.090564,0,0.004900346044450998,0.00023907602007966489,0.000009557720659358893,0.6738219261169434,0.009422951377928257,0.0002385517582297325,0.3113676905632019,0
68,1650637224232,9.276072,0,0.5224509835243225,0.02288559079170227,0.000034556243917904794,0.044447511434555054,0.026656370609998703,0.3833956718444824,0.0001292961387662217,0
69,1650637224311,9.350189
70,1650637224330,9.367012,0,0.6982923150062561,0.00002516323365853168,3.6246368129155826e-9,0.001244640676304698,0.16132541000843048,0.13911060988903046,0.000001794745230654371,0
71,1650637224373,9.416895
72,1650637224705,9.743865,0,0.015658190473914146,0.0003889304061885923,1.1377657216371517e-7,0.0012511111563071609,0.9744489789009094,0.008119241334497929,0.00013363112520892173,0
73,1650637224711,9.743865,0,0.06911200284957886,0.004973513539880514,1.764916213176093e-8,0.00794582162052393,0.9174475073814392,0.0005082950810901821,0.000012946625247423071,0
74,1650637224936,9.977745,0,0.15447477996349335,0.006475935224443674,5.237964160187403e-7,0.008070830255746841,0.8190171122550964,0.01190193835645914,0.000058850975619861856,0
75,1650637225106,10.143031,0,0.015621637925505638,0.0026014666073024273,5.892050580769137e-8,0.008796099573373795,0.9689109921455383,0.004057779908180237,0.000012035644431307446,0
76,1650637225199,10.240744
77,1650637225230,10.267333,0,0.020682048052549362,0.0017249386291950941,8.448838961783167e-9,0.2678089737892151,0.7060208916664124,0.0037587620317935944,0.000004453578185348306,0
78,1650637225237,10.274024
79,1650637225362,10.399317
80,1650637225367,10.404738
81,1650637225811,10.854997,0,0.0024354003835469484,0.00008330980926984921,2.908690177605422e-8,0.00357442838139832,0.9935943484306335,0.0002657203294802457,0.0000469225415145047,0
82,1650637225818,10.854997,0,0.0016290127532556653,0.00011952110071433708,3.633162037885995e-8,0.0091022290289402,0.989054262638092,0.00008019836968742311,0.000014728138012287673,0
83,1650637226117,11.158691,0,0.06278517097234726,0.0026740077883005142,3.4488792266529344e-7,0.0011178316781297326,0.4159969389438629,0.0002246185322292149,0.5172011256217957,0
84,1650637226122,11.158691,0,0.00018588673265185207,0.0000642767918179743,1.742157706985381e-7,0.00003455661135376431,0.022022847086191177,0.00008317136234836653,0.9776092767715454,0
85,1650637226369,11.410588,0,0.003557849209755659,0.000017199221474584192,0.00011177371197845787,0.000019167724531143904,0.31253138184547424,0.6834549903869629,0.0003077221044804901,0
86,1650637226468,11.513272
87,1650637226533,11.571613,0,0.18595699965953827,0.0049876016564667225,0.0002246143703814596,0.00007419046596623957,0.40502840280532837,0.39979928731918335,0.003928921185433865,0
88,1650637226562,11.598713
89,1650637226641,11.681269
90,1650637226747,11.789783
91,1650637226840,11.875422
92,1650637227250,12.293694
93,1650637227281,12.322899,0,0.15724144876003265,0.003533583367243409,0.00031271661282517016,0.003163564018905163,0.807914674282074,0.005792153067886829,0.022041941061615944,0
94,1650637227284,12.322899,0,0.14810378849506378,0.023168183863162994,0.000030709321436006576,0.0047802007757127285,0.7795708179473877,0.0353219136595726,0.009024487808346748,0
95,1650637227596,12.630345,0,0.0000011465326679171994,2.1518795426112014e-11,6.947299402426665e-10,3.578072238497043e-8,0.9999356269836426,0.00006338255479931831,4.9892712183918775e-8,0
95,1650637227596,12.630345,1,0.003129159100353718,0.00430857390165329,4.518705623013375e-7,0.0009039381402544677,0.9899828433990479,0.0015772817423567176,0.00009781790140550584,0
96,1650637227810,12.851364,0,0.02239155024290085,0.6837328672409058,0.0000049576769924897235,0.003380752634257078,0.2880217730998993,0.002205975353717804,0.00026202111621387303,0
96,1650637227810,12.851364,1,0.0000011203328540432267,6.373405969650747e-11,1.0873698859728553e-12,1.1908406705174457e-8,0.9999871850013733,0.000011682325748552103,1.2001801774630394e-9,0
97,1650637227949,12.989837,0,0.19106920063495636,0.7631839513778687,0.0000011043478025385411,0.0007662402931600809,0.03860500454902649,0.00575608154758811,0.0006184690864756703,0
97,1650637227949,12.989837,1,1.329006016348444e-9,3.2451710589576077e-13,4.453885922724686e-14,3.5095723549538604e-10,0.9999942779541016,0.000005610958851320902,1.5435457079160386e-10,0
98,1650637228146,13.19149,0,4.9240689747875876e-8,1.797647724037163e-13,6.752490276998313e-13,2.956603140091829e-8,0.9999971389770508,0.00000267853192781331,1.3556820555038485e-8,0
99,1650637228324,13.36656,0,0.005288695450872183,0.009427867829799652,0.0000021353002921387088,0.006784101016819477,0.9698798060417175,0.008463162928819656,0.00015426658501382917,0
100,1650637228519,13.554041,0,0.006509306840598583,0.007044980768114328,4.704637888153229e-7,0.002492578001692891,0.5405339002609253,0.44336092472076416,0.0000580019986955449,0
100,1650637228519,13.554041,1,2.1092015245471885e-8,1.0271259754182638e-12,7.245308919609419e-15,7.910782642284175e-7,0.9999990463256836,3.4068600029968366e-7,1.7395109352946747e-8,0
101,1650637228734,13.775158,0,0.0016496703028678894,0.007312728092074394,1.2744283139909385e-7,0.006277022417634726,0.7635738849639893,0.22096125781536102,0.00022538287157658488,0
102,1650637228964,14.007704,0,0.0017796208849176764,0.004287900403141975,4.1493177604934317e-7,0.009537718258798122,0.9361618757247925,0.04807152599096298,0.00016098956984933466,0
102,1650637228964,14.007704,1,8.425848818660597e-8,1.6918917438921155e-12,9.743061527922939e-14,4.010741072590918e-9,1,4.074479420523858e-8,1.1002688182770726e-7,0
103,1650637229228,14.272872,0,0.0021179094910621643,0.019533656537532806,0.00011974997323704883,0.015088104642927647,0.9259360432624817,0.01032837200909853,0.026876192539930344,0
103,1650637229228,14.272872,1,3.9615041913521054e-8,1.8517484420832453e-11,1.7277578256980064e-9,7.974743425620545e-7,0.9999785423278809,1.5392333807540126e-7,0.000020350562408566475,0
104,1650637229474,14.519054,0,0.0005181516171433032,0.0005101882270537317,2.2375280295250377e-8,0.0013610296882689,0.9207597970962524,0.07680545747280121,0.00004543349132291041,0
104,1650637229474,14.519054,1,3.2368663482884585e-7,6.194402213388628e-10,3.166724382719366e-10,0.00001301255360885989,0.9989625215530396,0.0010177991352975368,0.000006292475973168621,0
105,1650637229484,14.519054,0,0.0008194548427127302,0.00022887779050506651,3.6098928291039556e-8,0.0021170680411159992,0.9413432478904724,0.05542873963713646,0.00006257632776396349,0
105,1650637229484,14.519054,1,1.6515036804776173e-7,8.29315296990707e-11,1.9175637466783968e-10,0.000002022444732574513,0.9986019730567932,0.0013908524997532368,0.000005050726940680761,0
106,1650637229612,14.656383,0,0.00017896105418913066,0.0000466689198219683,7.774770410806653e-11,0.000054890035244170576,0.9987038969993591,0.0010124476393684745,0.0000033371652534697205,0
106,1650637229612,14.656383,1,0.00001205628359457478,3.3700863280583526e-12,1.5729860747271118e-9,1.5557353094663995e-7,0.9964039921760559,0.0035813343711197376,0.000002488482323315111,0
107,1650637229714,14.750868,0,0.0010438598692417145,0.0012373185018077493,8.865930567480973e-8,0.0028987620025873184,0.940075695514679,0.0542004220187664,0.0005439277738332748,0
108,1650637229842,14.880436,0,0.0012158051831647754,0.0006908791838213801,1.7473963609404564e-8,0.0016940553905442357,0.991856575012207,0.004454033449292183,0.00008874983177520335,0
109,1650637229957,14.996686,0,0.0006910755764693022,0.005226008594036102,1.382792902404617e-7,0.0005157373379915953,0.9927970767021179,0.0006894447724334896,0.00008068534225458279,0
110,1650637230148,15.190979,0,0.0011303051142022014,0.00041100752423517406,1.353858714026046e-8,0.00034394304384477437,0.9979798197746277,0.00012523599434643984,0.00000968796757661039,0
111,1650637230299,15.340178,0,0.00003680128793348558,0.0000034253271223860793,2.1001582695134857e-9,0.0002354591415496543,0.9996324181556702,0.00008777629409451038,0.000004242727300152183,0
112,1650637230394,15.439984,0,0.000046604982344433665,0.000021121493773534894,3.643037260747661e-11,0.00006275747728068382,0.9998369812965393,0.00003003821439051535,0.000002568231820987421,0
113,1650637230515,15.551961,0,0.0004087678680662066,3.630228206930042e-8,4.378939433280493e-9,0.000011004111911461223,0.9995704889297485,0.000008864933988661505,8.181483508451493e-7,0
114,1650637230681,15.72382,0,0.0000016442010064565693,2.2525559195685219e-10,6.211238121056617e-12,0.0000062154667830327526,0.9999756813049316,0.000015971261746017262,4.6941815412537835e-7,0
115,1650637230767,15.813322,0,0.000014264533092500642,1.2987926822916052e-7,5.282339898826649e-9,0.0006851545185782015,0.9901365637779236,0.00916267279535532,0.0000013247605465949164,0
116,1650637230895,15.9317,0,0.000002709475438678055,4.138563269862061e-8,9.96019622334643e-9,0.0003165187081322074,0.9953794479370117,0.0042990646325051785,0.000002239125933556352,0
117,1650637231023,16.06039,0,0.000017007901988108642,4.574492784570339e-9,4.2129973121252107e-11,0.0012408174807205796,0.9987314939498901,0.000010444963663758244,2.0135047407165985e-7,0
118,1650637231152,16.188806,0,0.0000580170308239758,4.049952195828155e-8,5.1579679194446726e-8,0.35301634669303894,0.643406331539154,0.0035145068541169167,0.0000047295579861383885,0
119,1650637231322,16.366903,0,0.000019482240531942807,2.7384729150981e-7,7.996545292598967e-8,0.0006561327027156949,0.9964118003845215,0.0028963275253772736,0.000015912732123979367,0
120,1650637231326,16.366903,0,0.000011760877896449529,2.404015617685218e-7,2.4666348963364726e-7,0.0005932311178185046,0.9968963861465454,0.002470944309607148,0.000027298459826852195,0
121,1650637231402,16.440348,0,0.00006153088179416955,1.6067352248683164e-7,6.412808488676092e-7,0.03664824739098549,0.9602707028388977,0.002968359971418977,0.000050320446462137625,0
122,1650637231524,16.562641,0,0.000026609015549183823,3.371618504388607e-7,3.89308354442619e-8,0.00148477079346776,0.9952726364135742,0.0032049797009676695,0.000010656941412889864,0
123,1650637231635,16.675049,0,0.000030337339921970852,0.0000015067306549099158,3.076436527749138e-8,0.0018848888576030731,0.9979947805404663,0.00007906223618192598,0.000009296333701058757,0
124,1650637231745,16.788475,0,0.0012724398402497172,0.000010901634595938958,0.000001988844360312214,0.06844042241573334,0.9283803105354309,0.000013409188795776572,0.0018806299194693565,0
125,1650637231862,16.906332,0,0.010274522006511688,0.00009377991227665916,0.000009687570127425715,0.7806336879730225,0.16892367601394653,0.000001846951022344001,0.04006287828087807,0
